,assisted_housing_count,active_finance,gun incident count,% of adults < high school dip,avg unemploy rate 2015_2020,clusters,cluster
1258,6,4,3,22.0,3.016666666666667,1,purple
1259,2,0,1,12.1,3.15,1,purple
1260,4,2,10,11.1,3.0500000000000007,1,purple
1261,36,27,905,9.4,3.5333333333333337,0,pink
1262,5,0,2,11.3,2.6500000000000004,1,purple
1263,5,3,8,10.0,3.516666666666667,1,purple
1264,8,4,15,15.4,3.883333333333333,1,purple
1265,2,0,1,7.0,2.5,1,purple
1266,1,0,2,7.9,3.3833333333333333,1,purple
1267,2,0,1,6.5,2.466666666666667,1,purple
1268,2,2,1,8.9,2.5666666666666664,1,purple
1269,1,0,3,8.5,3.0,1,purple
1270,2,1,1,7.9,3.1166666666666667,1,purple
1271,20,8,460,6.3,2.9333333333333336,1,purple
1272,6,5,19,6.5,3.216666666666667,1,purple
1273,9,4,9,9.6,2.85,1,purple
1274,3,0,2,5.8,3.333333333333334,1,purple
1275,2,0,1,8.2,3.633333333333333,1,purple
1276,3,0,2,7.2,3.25,1,purple
1277,2,1,1,6.7,2.5166666666666666,1,purple
1278,3,1,15,11.1,3.116666666666667,1,purple
1279,2,0,1,8.6,2.6166666666666667,1,purple
1280,3,2,2,7.5,2.7,1,purple
1281,2,0,2,7.8,3.1500000000000004,1,purple
1282,12,8,29,4.5,3.016666666666667,1,purple
1283,2,0,3,6.8,3.033333333333333,1,purple
1284,4,1,12,12.0,3.566666666666667,1,purple
1285,4,0,3,6.0,3.016666666666667,1,purple
1286,1,1,1,7.0,3.0,1,purple
1287,1,1,9,4.4,3.116666666666667,1,purple
1288,3,1,7,6.4,2.783333333333333,1,purple
1289,1,1,2,8.4,5.016666666666667,1,purple
1290,40,26,1429,13.9,6.900000000000001,0,pink
1291,1,1,8,6.8,5.666666666666667,1,purple
1292,2,1,31,13.7,4.2,1,purple
1293,2,0,3,17.6,4.516666666666667,1,purple
1294,1,0,1,11.7,4.8500000000000005,1,purple
1295,1,1,1,13.8,4.95,1,purple
1296,1,1,21,13.1,6.966666666666666,1,purple
1297,14,8,322,11.4,5.016666666666667,1,purple
1298,4,1,27,13.0,5.866666666666667,1,purple
1299,14,5,49,6.8,3.516666666666667,1,purple
1300,13,7,15,5.8,3.683333333333333,1,purple
1301,13,4,47,6.6,3.333333333333333,1,purple
1302,19,10,12,12.2,4.366666666666666,1,purple
1303,24,10,28,7.2,2.966666666666667,1,purple
1304,52,33,366,7.9,3.6666666666666665,1,purple
1305,33,15,73,6.8,3.1,1,purple
1306,26,11,192,4.9,3.733333333333333,1,purple
1307,17,8,141,7.2,3.216666666666667,1,purple
1308,21,4,12,8.8,2.883333333333333,1,purple
1309,46,27,386,13.0,8.733333333333334,1,purple
1310,40,28,151,7.5,4.716666666666668,1,purple
1311,21,17,209,6.3,4.783333333333333,1,purple
1312,44,21,363,11.3,5.9,1,purple
1313,9,8,31,7.5,9.783333333333331,1,purple
1314,12,4,251,20.6,7.533333333333334,1,purple
1315,133,65,897,13.9,6.55,0,pink
1316,14,11,96,7.1,5.416666666666667,1,purple
1317,58,20,692,15.2,5.266666666666666,0,pink
1318,7,3,13,5.0,4.033333333333333,1,purple
1319,45,28,771,11.5,4.516666666666667,0,pink
1320,35,23,113,10.2,4.783333333333333,1,purple
1321,56,34,140,6.6,4.816666666666667,1,purple
1322,24,19,48,5.5,4.216666666666667,1,purple
1323,24,15,88,8.0,5.516666666666667,1,purple
1324,39,23,614,16.3,6.733333333333333,1,purple
1325,6,5,50,11.2,6.516666666666667,1,purple
1326,19,16,59,5.5,4.366666666666666,1,purple
1327,7,5,12,5.1,5.150000000000001,1,purple
1328,41,21,235,13.6,5.533333333333332,1,purple
1329,9,8,9,8.5,4.9,1,purple
1330,40,25,748,11.1,5.75,0,pink
1331,6,4,92,21.8,6.266666666666667,1,purple
1332,8,5,35,18.1,4.75,1,purple
1333,12,5,109,20.6,6.866666666666667,1,purple
1334,7,3,91,15.6,5.033333333333334,1,purple
1335,2,1,15,12.5,6.283333333333334,1,purple
1336,3,1,1,17.3,6.316666666666667,1,purple
1337,1,1,2,17.7,5.166666666666667,1,purple
1338,7,2,29,25.7,6.883333333333334,1,purple
1339,1,0,5,2.4,3.766666666666666,1,purple
1340,4,2,5,30.2,14.366666666666667,1,purple
1341,6,2,12,22.8,8.75,1,purple
1342,1,1,15,16.6,6.116666666666667,1,purple
1343,2,1,4,18.1,6.300000000000001,1,purple
1344,1,1,35,10.1,6.333333333333333,1,purple
1345,5,2,63,15.1,7.516666666666667,1,purple
1346,2,1,11,16.7,7.183333333333333,1,purple
1347,15,7,159,10.7,5.383333333333333,1,purple
1348,2,1,5,16.0,8.083333333333334,1,purple
1349,2,0,4,18.2,6.616666666666667,1,purple
1350,3,1,28,15.5,6.75,1,purple
1351,27,20,249,7.9,4.516666666666667,1,purple
1352,167,97,823,27.2,7.966666666666666,0,pink
1353,10,5,98,9.3,5.849999999999999,1,purple
1354,5,4,27,11.2,6.3500000000000005,1,purple
1355,6,4,25,12.2,5.333333333333333,1,purple
1356,17,10,112,11.2,6.066666666666666,1,purple
1357,5,2,74,9.7,5.766666666666666,1,purple
1358,6,2,12,11.9,5.3,1,purple
1359,8,5,16,12.4,5.533333333333334,1,purple
1360,5,4,23,9.7,4.016666666666667,1,purple
1361,2,2,13,9.3,5.866666666666667,1,purple
1362,5,4,9,11.1,5.6000000000000005,1,purple
1363,13,10,188,8.9,4.65,1,purple
1364,121,90,1037,8.2,5.583333333333333,0,pink
1365,3,1,9,8.5,5.733333333333333,1,purple
1366,6,3,7,12.6,6.066666666666666,1,purple
1367,2,1,12,12.7,6.083333333333333,1,purple
1368,6,3,26,7.8,4.983333333333333,1,purple
1369,5,5,14,13.3,5.516666666666667,1,purple
1370,1,0,1,22.5,6.866666666666666,1,purple
1371,7,3,7,10.2,5.9,1,purple
1372,11,5,38,9.0,6.5,1,purple
1373,186,83,1385,17.6,6.066666666666666,0,pink
1374,3,0,9,9.9,6.483333333333333,1,purple
1375,4,3,20,9.4,5.133333333333334,1,purple
1376,2,1,11,8.0,5.583333333333333,1,purple
1377,61,47,779,9.6,5.266666666666667,0,pink
1378,7,3,12,13.2,6.149999999999999,1,purple
1379,31,18,278,8.6,4.6000000000000005,1,purple
1380,184,100,493,12.7,4.983333333333333,1,purple
1381,19,13,260,8.8,6.45,1,purple
1382,26,6,217,11.5,5.316666666666667,1,purple
1383,52,36,671,9.0,5.083333333333333,0,pink
1384,12,7,33,6.1,4.766666666666667,1,purple
1385,15,6,206,10.3,4.916666666666667,1,purple
1386,2,2,15,12.3,5.983333333333333,1,purple
1387,4,3,21,11.8,6.633333333333334,1,purple
1388,3,2,21,8.3,5.166666666666666,1,purple
1389,4,3,18,7.0,4.566666666666666,1,purple
1390,46,28,524,18.0,5.466666666666666,1,purple
1391,15,11,113,8.1,4.666666666666667,1,purple
1392,20,11,409,11.3,5.666666666666667,1,purple
1393,34,24,46,11.8,4.733333333333333,1,purple
1394,10,1,47,11.3,6.633333333333334,1,purple
1395,8,6,38,6.0,4.25,1,purple
1396,8,7,118,9.3,4.916666666666667,1,purple
1397,2,0,4,9.6,6.133333333333334,1,purple
1398,2,1,15,15.2,5.033333333333333,1,purple
1399,9,3,23,9.5,5.899999999999999,1,purple
1400,71,53,371,9.4,4.9,1,purple
1401,14,8,50,13.3,5.316666666666667,1,purple
1402,1,1,8,8.8,5.3500000000000005,1,purple
1403,1,0,45,5.6,4.366666666666667,1,purple
1404,12,5,121,9.3,4.883333333333334,1,purple
1405,4,1,38,8.1,5.599999999999999,1,purple
1406,2,2,22,12.1,4.95,1,purple
1407,12,6,18,10.8,5.133333333333333,1,purple
1408,69,21,173,11.9,4.9,1,purple
1409,2,2,18,10.1,5.5,1,purple
1410,3,3,7,13.6,4.633333333333334,1,purple
1411,32,21,209,13.7,4.833333333333333,1,purple
1412,2,0,13,17.6,4.433333333333334,1,purple
1413,2,0,2,22.5,5.533333333333332,1,purple
1414,3,1,16,19.3,5.616666666666667,1,purple
1415,6,5,5,14.9,4.716666666666667,1,purple
1416,1,0,3,16.4,4.8,1,purple
1417,10,5,30,12.3,5.449999999999999,1,purple
1418,2,1,12,21.6,5.933333333333334,1,purple
1419,7,2,49,18.7,6.300000000000001,1,purple
1420,2,0,71,8.7,6.45,1,purple
1421,19,13,191,8.9,4.316666666666666,1,purple
1422,10,7,35,18.4,4.866666666666666,1,purple
1423,14,10,77,10.1,4.683333333333333,1,purple
1424,9,4,24,20.0,5.266666666666667,1,purple
1425,1,0,5,13.5,4.7,1,purple
1426,7,4,19,8.4,5.0,1,purple
1427,5,2,10,19.6,5.5,1,purple
1428,14,8,82,14.1,4.9,1,purple
1429,3,0,14,11.1,4.15,1,purple
1430,3,2,4,12.8,5.633333333333334,1,purple
1431,4,0,9,13.2,5.65,1,purple
1432,3,2,1,11.8,5.449999999999999,1,purple
1433,10,7,64,15.8,5.333333333333333,1,purple
1434,9,6,110,17.0,6.233333333333333,1,purple
1435,13,7,109,11.2,5.116666666666666,1,purple
1436,26,13,430,9.0,6.533333333333334,1,purple
1437,1,1,3,9.5,4.766666666666667,1,purple
1438,1,0,9,5.8,6.616666666666667,1,purple
1439,13,9,102,16.1,4.833333333333333,1,purple
1440,3,1,4,12.2,4.516666666666667,1,purple
1441,6,2,24,24.0,4.966666666666666,1,purple
1442,27,14,505,11.6,4.5,1,purple
1443,10,5,81,18.9,8.216666666666667,1,purple
1444,34,20,331,10.8,4.933333333333334,1,purple
1445,5,5,14,13.8,5.083333333333333,1,purple
1446,25,16,144,15.2,5.266666666666667,1,purple
1447,1,1,1,10.9,4.766666666666667,1,purple
1448,1,1,1,18.1,8.083333333333334,1,purple
1449,4,3,14,15.7,4.283333333333334,1,purple
1450,1,0,10,25.0,4.716666666666668,1,purple
1451,41,28,637,10.9,5.45,0,pink
1452,10,3,92,21.4,7.466666666666666,1,purple
1453,11,6,54,12.5,5.716666666666666,1,purple
1454,7,3,23,12.0,4.666666666666667,1,purple
1455,6,4,51,10.1,4.366666666666667,1,purple
1456,5,2,9,19.2,6.083333333333333,1,purple
1457,5,2,32,12.9,6.466666666666666,1,purple
1458,1,0,1,19.2,8.966666666666667,1,purple
1459,12,9,101,10.7,4.833333333333333,1,purple
1460,3,2,6,10.6,5.3500000000000005,1,purple
1461,14,7,45,13.1,4.616666666666667,1,purple
1462,2,1,2,18.9,4.9,1,purple
1463,5,3,53,16.5,5.833333333333333,1,purple
1464,10,4,188,20.3,5.1,1,purple
1465,5,4,30,12.1,4.6000000000000005,1,purple
1466,4,2,57,16.1,4.749999999999999,1,purple
1467,2,1,14,10.7,5.116666666666666,1,purple
1468,1,1,5,13.0,4.816666666666666,1,purple
1469,4,1,17,16.6,6.133333333333334,1,purple
1470,57,45,1295,9.7,4.933333333333334,0,pink
1471,2,2,2,14.8,5.8166666666666655,1,purple
1472,4,2,7,20.5,5.0,1,purple
1473,16,9,47,9.3,5.016666666666667,1,purple
1474,11,6,93,14.4,6.3500000000000005,1,purple
1475,10,9,449,6.8,4.8,1,purple
1476,6,3,20,19.6,6.4,1,purple
1477,9,6,115,8.5,5.533333333333334,1,purple
1478,15,9,45,7.3,4.1000000000000005,1,purple
1479,1,0,17,12.0,4.866666666666667,1,purple
1480,5,3,57,13.0,5.949999999999999,1,purple
1481,2,2,19,12.2,5.116666666666666,1,purple
1482,3,2,6,13.1,5.916666666666667,1,purple
1483,11,5,10,13.5,5.433333333333333,1,purple
1484,18,9,353,10.7,5.3,1,purple
1485,4,1,6,9.2,4.583333333333333,1,purple
1486,10,6,74,18.5,4.966666666666666,1,purple
1487,13,7,10,19.1,6.766666666666666,1,purple
1488,17,11,187,22.7,7.150000000000001,1,purple
1489,15,8,79,17.3,5.8,1,purple
1490,20,9,226,14.4,5.366666666666666,1,purple
1491,8,4,26,16.2,6.616666666666667,1,purple
1492,6,3,30,20.7,4.95,1,purple
1493,6,2,44,19.8,8.866666666666665,1,purple
1494,10,7,33,14.7,4.6000000000000005,1,purple
1495,6,3,12,16.2,4.666666666666667,1,purple
1496,12,7,27,20.5,4.733333333333333,1,purple
1497,1,1,8,11.0,4.683333333333334,1,purple
1498,1,0,6,26.0,7.783333333333332,1,purple
1499,8,4,47,10.4,4.366666666666666,1,purple
1500,10,4,40,19.6,7.25,1,purple
1501,29,23,459,7.0,4.3500000000000005,1,purple
1502,5,4,7,18.4,7.3,1,purple
1503,3,0,15,16.3,7.083333333333333,1,purple
1504,3,1,19,9.2,4.433333333333333,1,purple
1505,11,8,271,15.5,5.283333333333334,1,purple
1506,6,3,10,19.9,4.866666666666666,1,purple
1507,15,9,26,19.7,7.6,1,purple
1508,8,2,6,17.7,4.516666666666667,1,purple
1509,2,1,5,15.5,4.916666666666667,1,purple
1510,1,1,8,7.7,3.1,1,purple
1511,1,0,2,13.7,4.466666666666667,1,purple
1512,1,0,2,8.3,4.033333333333334,1,purple
1513,1,0,1,10.9,2.1,1,purple
1514,6,3,93,5.7,2.8000000000000003,1,purple
1515,14,3,107,5.2,2.5166666666666666,1,purple
1516,2,0,1,7.1,2.333333333333333,1,purple
1517,20,14,36,4.9,2.6166666666666667,1,purple
1518,2,0,1,13.8,2.216666666666667,1,purple
1519,1,0,16,9.3,3.266666666666667,1,purple
1520,1,0,5,7.6,2.5166666666666666,1,purple
1521,3,1,7,8.1,3.1833333333333336,1,purple
1522,1,0,2,9.0,2.4,1,purple
1523,8,0,7,9.3,2.75,1,purple
1524,4,0,6,12.5,10.35,1,purple
1525,2,0,2,8.1,2.2833333333333337,1,purple
1526,9,2,49,9.5,3.4500000000000006,1,purple
1527,4,2,8,9.1,2.6,1,purple
1528,3,0,1,14.6,3.6833333333333336,1,purple
1529,4,3,94,6.3,3.616666666666667,1,purple
1530,1,1,1,13.0,3.5666666666666664,1,purple
1531,4,1,55,9.5,3.766666666666667,1,purple
1532,12,7,2,19.8,7.633333333333333,1,purple
1533,22,18,31,9.7,5.333333333333333,1,purple
1534,6,3,7,11.5,5.066666666666666,1,purple
1535,9,7,70,14.0,6.05,1,purple
1536,13,7,12,10.0,6.166666666666667,1,purple
1537,4,2,4,7.3,4.066666666666666,1,purple
1538,15,7,20,9.8,6.916666666666667,1,purple
1539,11,9,11,12.1,6.066666666666667,1,purple
1540,19,14,220,9.4,4.766666666666667,1,purple
1541,3,0,2,10.5,6.3,1,purple
1542,6,4,10,8.8,4.6000000000000005,1,purple
1543,14,10,182,11.3,5.366666666666666,1,purple
1544,21,13,21,9.8,4.716666666666668,1,purple
1545,12,7,2,11.7,5.983333333333333,1,purple
1546,7,6,16,11.5,6.316666666666666,1,purple
1547,7,4,8,14.5,6.883333333333333,1,purple
1548,9,3,2,9.8,6.166666666666667,1,purple
1549,160,119,2027,10.2,6.016666666666667,0,pink
1550,5,2,39,9.2,4.4833333333333325,1,purple
1551,5,3,8,8.8,5.3,1,purple
1552,12,9,15,3.6,3.766666666666667,1,purple
1553,9,5,71,8.2,6.383333333333333,1,purple
1554,13,11,70,7.4,4.583333333333333,1,purple
1555,9,4,3,14.3,4.849999999999999,1,purple
1556,134,96,1335,8.8,4.516666666666667,0,pink
1557,2,2,9,8.7,5.166666666666667,1,purple
1558,2,0,10,16.0,6.583333333333333,1,purple
1559,12,6,69,6.2,4.550000000000001,1,purple
1560,6,2,24,14.5,6.516666666666666,1,purple
1561,138,73,1367,8.6,4.8500000000000005,0,pink
1562,10,5,15,7.5,4.066666666666667,1,purple
1563,4,3,1,10.5,5.25,1,purple
1564,1,0,2,13.2,6.633333333333333,1,purple
1565,2,1,1,6.5,5.666666666666667,1,purple
1566,6,2,4,14.9,6.3500000000000005,1,purple
1567,4,1,7,10.9,5.650000000000001,1,purple
1568,2,1,1,43.1,3.4666666666666663,1,purple
1569,4,3,6,11.5,6.816666666666667,1,purple
1570,4,2,6,16.5,7.333333333333333,1,purple
1571,8,5,24,9.0,7.583333333333333,1,purple
1572,6,5,7,8.7,4.733333333333333,1,purple
1573,9,6,45,7.7,5.183333333333334,1,purple
1574,4,2,13,12.5,6.283333333333334,1,purple
1575,18,12,50,8.5,4.566666666666667,1,purple
1576,9,7,5,7.4,4.716666666666667,1,purple
1577,24,16,249,10.3,6.166666666666667,1,purple
1578,74,52,813,10.7,6.133333333333333,0,pink
1579,6,3,5,13.0,4.2,1,purple
1580,23,12,316,9.1,6.9,1,purple
1581,12,9,29,12.1,5.233333333333334,1,purple
1582,12,8,24,4.9,4.7,1,purple
1583,3,3,10,16.4,8.116666666666667,1,purple
1584,2,1,12,7.9,3.4,1,purple
1585,11,6,43,8.8,4.6,1,purple
1586,81,43,1191,9.9,5.383333333333333,0,pink
1587,1,0,3,14.7,7.383333333333333,1,purple
1588,7,7,3,12.3,5.166666666666667,1,purple
1589,10,7,31,12.2,6.016666666666666,1,purple
1590,8,7,4,8.3,6.833333333333333,1,purple
1591,4,2,6,12.7,6.383333333333334,1,purple
1592,4,3,11,12.8,4.916666666666667,1,purple
1593,6,2,6,19.8,7.35,1,purple
1594,16,10,41,7.6,5.2,1,purple
1595,9,8,18,9.6,4.783333333333333,1,purple
1596,1,0,2,7.2,3.85,1,purple
1597,15,11,38,13.1,5.8500000000000005,1,purple
1598,6,5,35,12.4,5.466666666666666,1,purple
1599,9,4,30,9.6,5.216666666666666,1,purple
1600,11,5,21,15.1,7.366666666666667,1,purple
1601,9,8,15,8.3,5.199999999999999,1,purple
1602,1,0,14,9.8,4.616666666666666,1,purple
1603,32,21,276,8.4,5.6000000000000005,1,purple
1604,60,40,438,8.3,5.4,1,purple
1605,23,15,162,10.6,7.216666666666666,1,purple
1606,11,8,13,14.0,5.449999999999999,1,purple
1607,9,4,5,6.6,3.983333333333333,1,purple
1608,1,1,3,8.7,4.333333333333333,1,purple
1609,2,1,3,19.3,6.916666666666667,1,purple
1610,16,13,49,6.2,4.366666666666667,1,purple
1611,11,6,5,9.4,6.483333333333333,1,purple
1612,11,5,16,13.5,4.116666666666667,1,purple
1613,1,0,4,9.5,4.683333333333334,1,purple
1614,18,17,25,5.7,4.616666666666666,1,purple
1615,1,1,3,8.1,4.066666666666667,1,purple
1616,1,1,7,19.2,4.983333333333333,1,purple
1617,1,1,9,16.8,5.466666666666666,1,purple
1618,5,3,7,14.5,4.766666666666667,1,purple
1619,1,0,2,17.3,3.266666666666667,1,purple
1620,2,1,13,13.6,3.883333333333333,1,purple
1621,3,3,16,14.5,4.5,1,purple
1622,3,3,29,8.6,3.65,1,purple
1623,7,3,45,12.0,4.55,1,purple
1624,7,5,22,13.5,4.766666666666667,1,purple
1625,3,3,8,17.8,6.283333333333334,1,purple
1626,10,10,100,8.2,3.583333333333333,1,purple
1627,1,1,3,17.3,5.583333333333333,1,purple
1628,10,8,126,10.0,4.433333333333333,1,purple
1629,3,3,2,13.2,4.25,1,purple
1630,4,2,29,12.6,4.8,1,purple
1631,2,1,10,12.3,3.583333333333333,1,purple
1632,1,1,16,15.1,4.4,1,purple
1633,6,3,60,12.1,3.8166666666666655,1,purple
1634,3,1,8,13.7,4.333333333333333,1,purple
1635,3,2,39,9.9,4.15,1,purple
1636,1,0,2,20.3,3.283333333333333,1,purple
1637,3,3,2,15.3,6.599999999999999,1,purple
1638,3,1,38,14.9,3.583333333333333,1,purple
1639,2,0,5,14.0,5.083333333333334,1,purple
1640,4,3,6,13.2,5.316666666666666,1,purple
1641,1,0,3,11.7,2.85,1,purple
1642,4,3,3,15.3,4.533333333333334,1,purple
1643,4,2,14,16.5,5.783333333333332,1,purple
1644,1,1,9,12.8,4.366666666666666,1,purple
1645,3,1,24,9.9,3.633333333333333,1,purple
1646,2,1,6,17.6,2.95,1,purple
1647,4,2,12,17.1,6.316666666666667,1,purple
1648,2,0,1,11.4,3.15,1,purple
1649,1,0,8,20.9,4.65,1,purple
1650,6,6,14,13.5,4.116666666666666,1,purple
1651,9,8,65,14.7,4.766666666666667,1,purple
1652,2,1,5,11.1,4.833333333333333,1,purple
1653,30,15,883,12.6,4.05,0,pink
1654,4,0,25,13.7,5.983333333333333,1,purple
1655,3,2,37,11.7,4.95,1,purple
1656,2,2,14,14.7,4.366666666666666,1,purple
1657,1,1,2,11.2,5.233333333333333,1,purple
1658,4,3,28,7.8,3.533333333333333,1,purple
1659,5,5,34,13.0,5.283333333333332,1,purple
1660,5,3,20,10.8,3.75,1,purple
1661,4,4,26,12.0,4.316666666666666,1,purple
1662,3,2,3,16.8,6.15,1,purple
1663,6,5,51,8.0,4.2,1,purple
1664,1,1,7,15.7,5.866666666666667,1,purple
1665,4,1,18,18.7,5.3500000000000005,1,purple
1666,2,0,12,12.7,6.066666666666666,1,purple
1667,35,19,1261,10.6,4.216666666666666,0,pink
1668,3,3,34,9.4,4.116666666666666,1,purple
1669,11,7,32,9.6,4.333333333333333,1,purple
1670,2,1,5,12.3,4.5,1,purple
1671,1,0,10,9.0,5.8500000000000005,1,purple
1672,6,1,29,4.1,3.8166666666666655,1,purple
1673,19,10,118,6.6,4.516666666666667,1,purple
1674,4,0,7,7.9,5.199999999999999,1,purple
1675,1,1,18,8.7,5.883333333333333,1,purple
1676,11,4,19,11.2,6.266666666666667,1,purple
1677,2,0,8,10.0,6.816666666666667,1,purple
1678,2,1,11,9.7,6.716666666666666,1,purple
1679,9,4,39,6.3,5.099999999999999,1,purple
1680,17,8,34,10.4,6.083333333333333,1,purple
1681,4,0,7,11.2,7.45,1,purple
1682,3,1,4,8.4,6.033333333333334,1,purple
1683,3,1,8,18.7,4.133333333333334,1,purple
1684,17,8,215,9.9,5.6000000000000005,1,purple
1685,3,0,9,13.0,6.266666666666667,1,purple
1686,9,5,67,9.6,6.233333333333333,1,purple
1687,5,1,38,11.9,6.816666666666667,1,purple
1688,30,11,147,8.1,5.216666666666666,1,purple
1689,4,0,11,8.5,6.1000000000000005,1,purple
1690,6,0,110,10.5,5.6000000000000005,1,purple
1691,7,1,17,18.9,4.966666666666667,1,purple
1692,27,4,162,14.8,5.033333333333332,1,purple
1693,91,37,929,8.5,4.666666666666667,0,pink
1694,3,0,12,9.1,4.933333333333334,1,purple
1695,1,0,3,10.4,5.1000000000000005,1,purple
1696,12,4,28,17.6,5.4,1,purple
1697,7,1,2,7.3,5.783333333333332,1,purple
1698,2,0,6,13.6,4.916666666666667,1,purple
1699,21,10,120,7.8,4.15,1,purple
1700,3,2,20,11.1,4.533333333333333,1,purple
1701,5,3,26,11.2,4.266666666666667,1,purple
1702,214,127,1359,5.4,5.383333333333333,0,pink
1703,4,1,15,9.7,6.783333333333334,1,purple
1704,26,17,48,6.9,6.25,1,purple
1705,3,0,12,12.1,5.983333333333333,1,purple
1706,14,6,96,13.3,5.466666666666668,1,purple
1707,21,12,41,8.6,5.5,1,purple
1708,4,1,20,9.9,5.7,1,purple
1709,19,9,82,6.1,4.966666666666666,1,purple
1710,11,4,32,5.1,5.05,1,purple
1711,14,7,74,8.0,6.633333333333333,1,purple
1712,1,0,1,9.3,7.583333333333333,1,purple
1713,7,2,14,10.6,6.366666666666667,1,purple
1714,8,3,30,5.7,4.083333333333333,1,purple
1715,22,12,48,6.4,4.05,1,purple
1716,7,2,2,9.9,6.016666666666666,1,purple
1717,10,6,13,12.8,6.616666666666667,1,purple
1718,4,1,4,10.7,6.65,1,purple
1719,3,0,21,9.7,5.75,1,purple
1720,12,7,15,11.0,5.883333333333333,1,purple
1721,10,4,119,7.7,4.266666666666667,1,purple
1722,23,10,436,10.2,5.166666666666667,1,purple
1723,16,8,299,6.9,5.300000000000001,1,purple
1724,4,3,7,7.7,6.116666666666667,1,purple
1725,48,31,189,8.7,6.2,1,purple
1726,13,7,86,11.6,7.75,1,purple
1727,1,0,3,17.0,7.766666666666667,1,purple
1728,9,2,65,11.7,5.0,1,purple
1729,1,1,4,12.2,6.316666666666666,1,purple
1730,5,3,16,12.5,6.616666666666667,1,purple
1731,1,0,16,10.5,7.016666666666667,1,purple
1732,6,2,35,10.0,6.483333333333333,1,purple
1733,5,2,5,10.7,6.183333333333334,1,purple
1734,1,1,2,16.7,5.15,1,purple
1735,18,9,78,9.0,6.0,1,purple
1736,23,10,385,15.0,4.45,1,purple
1737,16,10,58,9.2,6.666666666666667,1,purple
1738,9,1,95,12.8,4.833333333333333,1,purple
1739,22,10,241,11.0,5.8,1,purple
1740,26,7,380,10.2,6.8500000000000005,1,purple
1741,6,4,50,9.9,6.2,1,purple
1742,3,0,12,8.2,6.533333333333332,1,purple
1743,27,14,28,10.1,6.099999999999999,1,purple
1744,2,1,5,15.0,5.833333333333333,1,purple
1745,3,2,99,10.4,6.883333333333333,1,purple
1746,32,17,120,5.6,4.5,1,purple
1747,1,0,1,9.4,4.316666666666666,1,purple
1748,16,7,166,9.1,5.616666666666667,1,purple
1749,8,4,32,12.0,6.45,1,purple
1750,1,0,19,12.6,4.666666666666667,1,purple
1751,167,113,2856,15.3,7.316666666666666,0,pink
1752,3,0,3,12.0,7.066666666666667,1,purple
1753,6,4,53,10.7,6.416666666666667,1,purple
1754,2,0,6,13.4,5.2,1,purple
1755,8,2,16,11.8,6.733333333333333,1,purple
1756,1,0,2,10.4,6.400000000000001,1,purple
1757,6,2,8,10.2,5.316666666666667,1,purple
1758,1,0,5,9.6,6.583333333333333,1,purple
1759,4,1,3,13.2,4.750000000000001,1,purple
1760,7,4,5,9.8,6.4,1,purple
1761,4,4,9,7.1,5.533333333333334,1,purple
1762,20,10,96,6.9,5.916666666666667,1,purple
1763,3,0,7,10.4,5.95,1,purple
1764,30,15,144,5.6,5.816666666666667,1,purple
1765,1,0,5,7.8,5.966666666666668,1,purple
1766,16,7,335,10.1,4.949999999999999,1,purple
1767,3,3,6,9.1,4.666666666666667,1,purple
1768,25,21,47,7.8,5.016666666666667,1,purple
1769,20,16,16,6.0,4.833333333333333,1,purple
1770,173,126,778,14.2,5.866666666666667,0,pink
1771,22,22,28,5.1,4.833333333333333,1,purple
1772,4,4,16,18.3,5.066666666666666,1,purple
1773,17,13,447,12.0,4.3,1,purple
1774,4,0,26,20.2,7.75,1,purple
1775,15,6,244,14.7,4.233333333333334,1,purple
1776,3,1,21,19.7,7.866666666666667,1,purple
1777,5,2,14,20.2,6.366666666666666,1,purple
1778,6,2,469,7.2,4.216666666666668,1,purple
1779,4,2,164,10.6,4.133333333333333,1,purple
1780,6,3,21,13.8,5.316666666666666,1,purple
1781,20,12,742,8.3,3.9,0,pink
1782,5,5,51,19.7,5.4,1,purple
1783,4,2,45,17.9,6.5,1,purple
1784,9,6,29,23.3,4.533333333333334,1,purple
1785,9,6,8,21.5,5.8500000000000005,1,purple
1786,4,0,81,13.4,5.033333333333334,1,purple
1787,8,3,131,17.6,5.4,1,purple
1788,4,2,57,24.7,5.916666666666667,1,purple
1789,9,5,169,10.3,4.15,1,purple
1790,3,1,11,17.1,4.583333333333333,1,purple
1791,2,1,11,13.8,6.783333333333332,1,purple
1792,14,8,191,15.0,4.683333333333334,1,purple
1793,4,2,58,12.8,6.016666666666667,1,purple
1794,30,21,395,12.0,3.933333333333333,1,purple
1795,6,2,48,14.8,4.8,1,purple
1796,5,0,27,19.0,4.9,1,purple
1797,9,4,664,10.4,5.65,0,pink
1798,1,0,81,18.2,3.9333333333333336,1,purple
1799,5,2,43,12.2,4.5,1,purple
1800,4,2,95,14.1,4.966666666666666,1,purple
1801,12,8,48,19.1,4.866666666666666,1,purple
1802,4,1,9,18.5,6.183333333333334,1,purple
1803,16,8,176,10.4,3.633333333333334,1,purple
1804,2,0,4,16.6,5.016666666666667,1,purple
1805,3,3,53,21.1,7.183333333333334,1,purple
1806,2,1,51,22.8,7.333333333333333,1,purple
1807,4,3,23,18.0,4.000000000000001,1,purple
1808,10,5,40,15.1,4.4,1,purple
1809,27,22,290,14.1,7.633333333333334,1,purple
